travel_id,place_id,place_name,source_city,travel_mode,approx_cost,approx_duration_hours,cost_per_hour,cost_category
21046,85,Shivneri Fort,Amravati,Bus,1015,8.15,124.54,Economy
21047,85,Shivneri Fort,Amravati,Train,595,8.37,71.09,Budget
21048,85,Shivneri Fort,Amravati,Flight,4996,2.14,2334.58,Standard
21049,85,Shivneri Fort,Amravati,Own_Car,2268,8.73,259.79,Economy
21050,85,Shivneri Fort,Amravati,Bike,1871,8.65,216.3,Economy
21051,85,Shivneri Fort,Kolhapur,Bus,1524,7.96,191.46,Economy
21052,85,Shivneri Fort,Kolhapur,Train,1688,7.92,213.13,Economy
21053,85,Shivneri Fort,Kolhapur,Flight,4380,1.55,2825.81,Standard
21054,85,Shivneri Fort,Kolhapur,Own_Car,3856,8.39,459.59,Standard
21055,85,Shivneri Fort,Kolhapur,Bike,1972,7.72,255.44,Economy
21056,85,Shivneri Fort,Solapur,Bus,1092,9.58,113.99,Economy
21057,85,Shivneri Fort,Solapur,Train,674,9.48,71.1,Budget
21058,85,Shivneri Fort,Solapur,Flight,5401,3.41,1583.87,Premium
21059,85,Shivneri Fort,Solapur,Own_Car,3553,8.67,409.8,Standard
21060,85,Shivneri Fort,Solapur,Bike,1921,8.04,238.93,Economy
21061,85,Shivneri Fort,Sangli,Bus,1489,9.37,158.91,Economy
21062,85,Shivneri Fort,Sangli,Train,1930,6.01,321.13,Economy
21063,85,Shivneri Fort,Sangli,Flight,2734,1.36,2010.29,Economy
21064,85,Shivneri Fort,Sangli,Own_Car,2257,8.48,266.16,Economy
21065,85,Shivneri Fort,Sangli,Bike,1482,9.37,158.16,Economy
21066,85,Shivneri Fort,Satara,Bus,862,8.53,101.06,Budget
21067,85,Shivneri Fort,Satara,Train,1081,6.08,177.8,Economy
21068,85,Shivneri Fort,Satara,Flight,3142,1.21,2596.69,Standard
21069,85,Shivneri Fort,Satara,Own_Car,3794,4.33,876.21,Standard
21070,85,Shivneri Fort,Satara,Bike,1989,8.28,240.22,Economy
21071,85,Shivneri Fort,Ratnagiri,Bus,905,6.57,137.75,Budget
21072,85,Shivneri Fort,Ratnagiri,Train,1428,7.46,191.42,Economy
21073,85,Shivneri Fort,Ratnagiri,Flight,2640,2.6,1015.38,Economy
21074,85,Shivneri Fort,Ratnagiri,Own_Car,4512,7.42,608.09,Standard
21075,85,Shivneri Fort,Ratnagiri,Bike,949,8.63,109.97,Budget
21076,85,Shivneri Fort,Sindhudurg,Bus,494,8.62,57.31,Budget
21077,85,Shivneri Fort,Sindhudurg,Train,1155,7.85,147.13,Economy
21078,85,Shivneri Fort,Sindhudurg,Flight,3837,2.46,1559.76,Standard
21079,85,Shivneri Fort,Sindhudurg,Own_Car,1864,3.67,507.9,Economy
21080,85,Shivneri Fort,Sindhudurg,Bike,1977,5.3,373.02,Economy
21081,85,Shivneri Fort,Latur,Bus,588,4.09,143.77,Budget
21082,85,Shivneri Fort,Latur,Train,1353,9.64,140.35,Economy
21083,85,Shivneri Fort,Latur,Flight,3879,1.43,2712.59,Standard
21084,85,Shivneri Fort,Latur,Own_Car,3433,8.24,416.63,Standard
21085,85,Shivneri Fort,Latur,Bike,1333,5.81,229.43,Economy
21086,85,Shivneri Fort,Osmanabad,Bus,1411,8.93,158.01,Economy
21087,85,Shivneri Fort,Osmanabad,Train,661,10.18,64.93,Budget
21088,85,Shivneri Fort,Osmanabad,Flight,5435,1.62,3354.94,Premium
21089,85,Shivneri Fort,Osmanabad,Own_Car,1966,7.48,262.83,Economy
21090,85,Shivneri Fort,Osmanabad,Bike,1121,6.34,176.81,Economy
21091,85,Shivneri Fort,Beed,Bus,1049,8.98,116.82,Economy
21092,85,Shivneri Fort,Beed,Train,1721,7.5,229.47,Economy
21093,85,Shivneri Fort,Beed,Flight,3049,2.56,1191.02,Standard
21094,85,Shivneri Fort,Beed,Own_Car,2511,5.15,487.57,Economy
21095,85,Shivneri Fort,Beed,Bike,1807,6.97,259.25,Economy
21096,85,Shivneri Fort,Jalgaon,Bus,537,8.28,64.86,Budget
21097,85,Shivneri Fort,Jalgaon,Train,608,8.72,69.72,Budget
21098,85,Shivneri Fort,Jalgaon,Flight,3795,3.12,1216.35,Standard
21099,85,Shivneri Fort,Jalgaon,Own_Car,2529,7.76,325.9,Economy
21100,85,Shivneri Fort,Jalgaon,Bike,664,8.35,79.52,Budget
21101,85,Shivneri Fort,Dhule,Bus,1525,8.69,175.49,Economy
21102,85,Shivneri Fort,Dhule,Train,1853,9.69,191.23,Economy
21103,85,Shivneri Fort,Dhule,Flight,3607,2.43,1484.36,Standard
21104,85,Shivneri Fort,Dhule,Own_Car,1584,5.11,309.98,Economy
21105,85,Shivneri Fort,Dhule,Bike,1134,8.15,139.14,Economy
21106,85,Shivneri Fort,Nanded,Bus,1047,4.93,212.37,Economy
21107,85,Shivneri Fort,Nanded,Train,1145,8.83,129.67,Economy
21108,85,Shivneri Fort,Nanded,Flight,2754,3.36,819.64,Economy
21109,85,Shivneri Fort,Nanded,Own_Car,1631,8.59,189.87,Economy
21110,85,Shivneri Fort,Nanded,Bike,1668,5.57,299.46,Economy
21111,85,Shivneri Fort,Parbhani,Bus,917,5.3,173.02,Budget
21112,85,Shivneri Fort,Parbhani,Train,1425,6.3,226.19,Economy
21113,85,Shivneri Fort,Parbhani,Flight,5925,3.01,1968.44,Premium
21114,85,Shivneri Fort,Parbhani,Own_Car,4114,6.78,606.78,Standard
21115,85,Shivneri Fort,Parbhani,Bike,565,11.31,49.96,Budget
21116,85,Shivneri Fort,Akola,Bus,969,5.31,182.49,Budget
21117,85,Shivneri Fort,Akola,Train,1720,9.37,183.56,Economy
21118,85,Shivneri Fort,Akola,Flight,3206,1.38,2323.19,Standard
21119,85,Shivneri Fort,Akola,Own_Car,2282,8.34,273.62,Economy
21120,85,Shivneri Fort,Akola,Bike,1599,9.53,167.79,Economy
21121,85,Shivneri Fort,Buldhana,Bus,818,5.67,144.27,Budget
21122,85,Shivneri Fort,Buldhana,Train,1172,5.04,232.54,Economy
21123,85,Shivneri Fort,Buldhana,Flight,5487,2.78,1973.74,Premium
21124,85,Shivneri Fort,Buldhana,Own_Car,4210,9.17,459.11,Standard
21125,85,Shivneri Fort,Buldhana,Bike,1699,6.84,248.39,Economy
21126,85,Shivneri Fort,Yavatmal,Bus,679,7.88,86.17,Budget
21127,85,Shivneri Fort,Yavatmal,Train,1502,4.32,347.69,Economy
21128,85,Shivneri Fort,Yavatmal,Flight,5752,3.47,1657.64,Premium
21129,85,Shivneri Fort,Yavatmal,Own_Car,3968,6.52,608.59,Standard
21130,85,Shivneri Fort,Yavatmal,Bike,787,10.28,76.56,Budget
21131,85,Shivneri Fort,Wardha,Bus,816,4.91,166.19,Budget
21132,85,Shivneri Fort,Wardha,Train,1166,7.89,147.78,Economy
21133,85,Shivneri Fort,Wardha,Flight,4585,3.43,1336.73,Standard
21134,85,Shivneri Fort,Wardha,Own_Car,4730,9.83,481.18,Standard
21135,85,Shivneri Fort,Wardha,Bike,1897,11.45,165.68,Economy
21136,85,Shivneri Fort,Chandrapur,Bus,1588,4.61,344.47,Economy
21137,85,Shivneri Fort,Chandrapur,Train,581,6.16,94.32,Budget
21138,85,Shivneri Fort,Chandrapur,Flight,4693,1.68,2793.45,Standard
21139,85,Shivneri Fort,Chandrapur,Own_Car,2088,5.3,393.96,Economy
21140,85,Shivneri Fort,Chandrapur,Bike,1416,8.99,157.51,Economy
21141,85,Shivneri Fort,Gondia,Bus,1114,5.34,208.61,Economy
21142,85,Shivneri Fort,Gondia,Train,1785,8.11,220.1,Economy
21143,85,Shivneri Fort,Gondia,Flight,5248,1.2,4373.33,Premium
21144,85,Shivneri Fort,Gondia,Own_Car,2012,5.27,381.78,Economy
21145,85,Shivneri Fort,Gondia,Bike,1203,6.56,183.38,Economy
21146,85,Shivneri Fort,Bhandara,Bus,1082,7.65,141.44,Economy
21147,85,Shivneri Fort,Bhandara,Train,1783,7.47,238.69,Economy
21148,85,Shivneri Fort,Bhandara,Flight,6934,2.39,2901.26,Premium
21149,85,Shivneri Fort,Bhandara,Own_Car,1781,5.9,301.86,Economy
21150,85,Shivneri Fort,Bhandara,Bike,978,10.08,97.02,Budget
21151,85,Shivneri Fort,Raigad,Bus,710,7.54,94.16,Budget
21152,85,Shivneri Fort,Raigad,Train,897,7.59,118.18,Budget
21153,85,Shivneri Fort,Raigad,Flight,4607,1.91,2412.04,Standard
21154,85,Shivneri Fort,Raigad,Own_Car,2935,7.29,402.61,Economy
21155,85,Shivneri Fort,Raigad,Bike,1937,8.83,219.37,Economy
21156,85,Shivneri Fort,Palghar,Bus,797,6.69,119.13,Budget
21157,85,Shivneri Fort,Palghar,Train,1383,6.82,202.79,Economy
21158,85,Shivneri Fort,Palghar,Flight,6224,2.38,2615.13,Premium
21159,85,Shivneri Fort,Palghar,Own_Car,4949,8.88,557.32,Standard
21160,85,Shivneri Fort,Palghar,Bike,909,10.75,84.56,Budget
21161,85,Shivneri Fort,Vasai,Bus,1289,8.5,151.65,Economy
21162,85,Shivneri Fort,Vasai,Train,1004,10.1,99.41,Economy
21163,85,Shivneri Fort,Vasai,Flight,4761,1.94,2454.12,Standard
21164,85,Shivneri Fort,Vasai,Own_Car,3129,5.39,580.52,Standard
21165,85,Shivneri Fort,Vasai,Bike,1750,9.29,188.37,Economy
21166,85,Shivneri Fort,Virar,Bus,974,8.73,111.57,Budget
21167,85,Shivneri Fort,Virar,Train,884,8.69,101.73,Budget
21168,85,Shivneri Fort,Virar,Flight,6160,1.81,3403.31,Premium
21169,85,Shivneri Fort,Virar,Own_Car,2098,9.15,229.29,Economy
21170,85,Shivneri Fort,Virar,Bike,785,8.92,88.0,Budget
21171,85,Shivneri Fort,Panvel,Bus,415,4.21,98.57,Budget
21172,85,Shivneri Fort,Panvel,Train,455,6.49,70.11,Budget
21173,85,Shivneri Fort,Panvel,Flight,6387,3.04,2100.99,Premium
21174,85,Shivneri Fort,Panvel,Own_Car,3804,8.24,461.65,Standard
21175,85,Shivneri Fort,Panvel,Bike,1509,7.86,191.98,Economy
21176,85,Shivneri Fort,Alibaug,Bus,596,7.54,79.05,Budget
21177,85,Shivneri Fort,Alibaug,Train,1871,6.51,287.4,Economy
21178,85,Shivneri Fort,Alibaug,Flight,3415,2.7,1264.81,Standard
21179,85,Shivneri Fort,Alibaug,Own_Car,4119,3.59,1147.35,Standard
21180,85,Shivneri Fort,Alibaug,Bike,1262,7.07,178.5,Economy
21181,85,Shivneri Fort,Shrirampur,Bus,1529,5.55,275.5,Economy
21182,85,Shivneri Fort,Shrirampur,Train,1629,9.26,175.92,Economy
21183,85,Shivneri Fort,Shrirampur,Flight,5909,1.48,3992.57,Premium
21184,85,Shivneri Fort,Shrirampur,Own_Car,3638,7.59,479.31,Standard
21185,85,Shivneri Fort,Shrirampur,Bike,1513,5.53,273.6,Economy
21186,85,Shivneri Fort,Ahmednagar,Bus,882,9.66,91.3,Budget
21187,85,Shivneri Fort,Ahmednagar,Train,722,7.32,98.63,Budget
21188,85,Shivneri Fort,Ahmednagar,Flight,6966,2.2,3166.36,Premium
21189,85,Shivneri Fort,Ahmednagar,Own_Car,3382,4.31,784.69,Standard
21190,85,Shivneri Fort,Ahmednagar,Bike,682,5.68,120.07,Budget
21191,85,Shivneri Fort,Baramati,Bus,1284,4.55,282.2,Economy
21192,85,Shivneri Fort,Baramati,Train,1047,6.13,170.8,Economy
21193,85,Shivneri Fort,Baramati,Flight,3286,2.38,1380.67,Standard
21194,85,Shivneri Fort,Baramati,Own_Car,4715,5.41,871.53,Standard
21195,85,Shivneri Fort,Baramati,Bike,791,11.94,66.25,Budget
21196,85,Shivneri Fort,Karad,Bus,1527,8.54,178.81,Economy
21197,85,Shivneri Fort,Karad,Train,1347,4.24,317.69,Economy
21198,85,Shivneri Fort,Karad,Flight,4775,2.07,2306.76,Standard
21199,85,Shivneri Fort,Karad,Own_Car,3377,4.32,781.71,Standard
21200,85,Shivneri Fort,Karad,Bike,1257,10.22,122.99,Economy
21201,85,Shivneri Fort,Miraj,Bus,856,8.57,99.88,Budget
21202,85,Shivneri Fort,Miraj,Train,1572,7.94,197.98,Economy
21203,85,Shivneri Fort,Miraj,Flight,4826,2.51,1922.71,Standard
21204,85,Shivneri Fort,Miraj,Own_Car,3149,6.92,455.06,Standard
21205,85,Shivneri Fort,Miraj,Bike,1528,5.65,270.44,Economy
21206,85,Shivneri Fort,Ichalkaranji,Bus,875,4.04,216.58,Budget
21207,85,Shivneri Fort,Ichalkaranji,Train,416,4.4,94.55,Budget
21208,85,Shivneri Fort,Ichalkaranji,Flight,6922,1.43,4840.56,Premium
21209,85,Shivneri Fort,Ichalkaranji,Own_Car,4325,7.18,602.37,Standard
21210,85,Shivneri Fort,Ichalkaranji,Bike,775,11.03,70.26,Budget
21211,85,Shivneri Fort,Hingoli,Bus,644,7.58,84.96,Budget
21212,85,Shivneri Fort,Hingoli,Train,1891,9.79,193.16,Economy
21213,85,Shivneri Fort,Hingoli,Flight,4243,2.1,2020.48,Standard
21214,85,Shivneri Fort,Hingoli,Own_Car,2856,5.1,560.0,Economy
21215,85,Shivneri Fort,Hingoli,Bike,638,10.1,63.17,Budget
21216,85,Shivneri Fort,Washim,Bus,632,5.34,118.35,Budget
21217,85,Shivneri Fort,Washim,Train,710,9.36,75.85,Budget
21218,85,Shivneri Fort,Washim,Flight,5226,2.92,1789.73,Premium
21219,85,Shivneri Fort,Washim,Own_Car,1915,7.58,252.64,Economy
21220,85,Shivneri Fort,Washim,Bike,670,7.28,92.03,Budget
21221,85,Shivneri Fort,Malegaon,Bus,1105,5.1,216.67,Economy
21222,85,Shivneri Fort,Malegaon,Train,1377,6.89,199.85,Economy
21223,85,Shivneri Fort,Malegaon,Flight,6640,2.66,2496.24,Premium
21224,85,Shivneri Fort,Malegaon,Own_Car,3427,6.34,540.54,Standard
21225,85,Shivneri Fort,Malegaon,Bike,617,6.21,99.36,Budget
21226,85,Shivneri Fort,Bhusawal,Bus,446,6.74,66.17,Budget
21227,85,Shivneri Fort,Bhusawal,Train,722,7.91,91.28,Budget
21228,85,Shivneri Fort,Bhusawal,Flight,2728,2.58,1057.36,Economy
21229,85,Shivneri Fort,Bhusawal,Own_Car,3380,6.95,486.33,Standard
21230,85,Shivneri Fort,Bhusawal,Bike,953,11.78,80.9,Budget
21231,85,Shivneri Fort,Chalisgaon,Bus,683,4.99,136.87,Budget
21232,85,Shivneri Fort,Chalisgaon,Train,628,9.22,68.11,Budget
21233,85,Shivneri Fort,Chalisgaon,Flight,4121,3.09,1333.66,Standard
21234,85,Shivneri Fort,Chalisgaon,Own_Car,3871,9.52,406.62,Standard
21235,85,Shivneri Fort,Chalisgaon,Bike,1142,10.61,107.63,Economy
21236,85,Shivneri Fort,Pandharpur,Bus,908,8.49,106.95,Budget
21237,85,Shivneri Fort,Pandharpur,Train,487,7.44,65.46,Budget
21238,85,Shivneri Fort,Pandharpur,Flight,5340,2.86,1867.13,Premium
21239,85,Shivneri Fort,Pandharpur,Own_Car,2371,5.16,459.5,Economy
21240,85,Shivneri Fort,Pandharpur,Bike,1161,5.06,229.45,Economy
21241,85,Shivneri Fort,Udgir,Bus,1395,4.89,285.28,Economy
21242,85,Shivneri Fort,Udgir,Train,1460,8.37,174.43,Economy
21243,85,Shivneri Fort,Udgir,Flight,3054,2.69,1135.32,Standard
21244,85,Shivneri Fort,Udgir,Own_Car,1926,4.59,419.61,Economy
21245,85,Shivneri Fort,Udgir,Bike,1090,5.22,208.81,Economy
21246,85,Shivneri Fort,Sangamner,Bus,1437,7.65,187.84,Economy
21247,85,Shivneri Fort,Sangamner,Train,1321,9.76,135.35,Economy
21248,85,Shivneri Fort,Sangamner,Flight,3176,3.02,1051.66,Standard
21249,85,Shivneri Fort,Sangamner,Own_Car,4667,7.0,666.71,Standard
21250,85,Shivneri Fort,Sangamner,Bike,689,9.22,74.73,Budget
21251,86,Bhandara,Mumbai,Bus,1494,9.84,151.83,Economy
21252,86,Bhandara,Mumbai,Train,1682,7.68,219.01,Economy
21253,86,Bhandara,Mumbai,Flight,3818,1.96,1947.96,Standard
21254,86,Bhandara,Mumbai,Own_Car,3221,8.57,375.85,Standard
21255,86,Bhandara,Mumbai,Bike,1480,7.47,198.13,Economy
21256,86,Bhandara,Pune,Bus,719,6.02,119.44,Budget
21257,86,Bhandara,Pune,Train,598,9.04,66.15,Budget
21258,86,Bhandara,Pune,Flight,4207,1.53,2749.67,Standard
21259,86,Bhandara,Pune,Own_Car,2856,9.01,316.98,Economy
21260,86,Bhandara,Pune,Bike,1235,11.41,108.24,Economy
21261,86,Bhandara,Nagpur,Bus,1134,7.19,157.72,Economy
21262,86,Bhandara,Nagpur,Train,433,9.8,44.18,Budget
21263,86,Bhandara,Nagpur,Flight,6294,3.02,2084.11,Premium
21264,86,Bhandara,Nagpur,Own_Car,4545,4.99,910.82,Standard
21265,86,Bhandara,Nagpur,Bike,1249,11.54,108.23,Economy
21266,86,Bhandara,Nashik,Bus,485,4.29,113.05,Budget
21267,86,Bhandara,Nashik,Train,1156,7.44,155.38,Economy
21268,86,Bhandara,Nashik,Flight,6547,1.97,3323.35,Premium
21269,86,Bhandara,Nashik,Own_Car,1513,4.07,371.74,Economy
21270,86,Bhandara,Nashik,Bike,1170,9.96,117.47,Economy
21271,86,Bhandara,Aurangabad,Bus,1212,7.29,166.26,Economy
21272,86,Bhandara,Aurangabad,Train,1019,9.77,104.3,Economy
21273,86,Bhandara,Aurangabad,Flight,4394,1.67,2631.14,Standard
21274,86,Bhandara,Aurangabad,Own_Car,3330,5.21,639.16,Standard
21275,86,Bhandara,Aurangabad,Bike,1372,7.09,193.51,Economy
21276,86,Bhandara,Thane,Bus,1410,7.03,200.57,Economy
21277,86,Bhandara,Thane,Train,1401,6.84,204.82,Economy
21278,86,Bhandara,Thane,Flight,3607,2.12,1701.42,Standard
21279,86,Bhandara,Thane,Own_Car,2267,9.44,240.15,Economy
21280,86,Bhandara,Thane,Bike,1701,10.96,155.2,Economy
21281,86,Bhandara,Navi Mumbai,Bus,1224,9.47,129.25,Economy
21282,86,Bhandara,Navi Mumbai,Train,515,7.82,65.86,Budget
21283,86,Bhandara,Navi Mumbai,Flight,6967,1.34,5199.25,Premium
21284,86,Bhandara,Navi Mumbai,Own_Car,2312,5.91,391.2,Economy
21285,86,Bhandara,Navi Mumbai,Bike,1470,6.29,233.7,Economy
21286,86,Bhandara,Kalyan,Bus,1507,4.49,335.63,Economy
21287,86,Bhandara,Kalyan,Train,438,8.93,49.05,Budget
21288,86,Bhandara,Kalyan,Flight,6252,1.22,5124.59,Premium
21289,86,Bhandara,Kalyan,Own_Car,4734,5.05,937.43,Standard
21290,86,Bhandara,Kalyan,Bike,656,9.05,72.49,Budget
21291,86,Bhandara,Dombivli,Bus,1423,4.74,300.21,Economy
21292,86,Bhandara,Dombivli,Train,918,7.84,117.09,Budget
21293,86,Bhandara,Dombivli,Flight,6125,2.31,2651.52,Premium
21294,86,Bhandara,Dombivli,Own_Car,3857,3.51,1098.86,Standard
21295,86,Bhandara,Dombivli,Bike,673,10.94,61.52,Budget
21296,86,Bhandara,Amravati,Bus,1557,7.39,210.69,Economy
21297,86,Bhandara,Amravati,Train,371,9.48,39.14,Budget
21298,86,Bhandara,Amravati,Flight,4349,2.27,1915.86,Standard
21299,86,Bhandara,Amravati,Own_Car,3602,9.19,391.95,Standard
21300,86,Bhandara,Amravati,Bike,532,5.38,98.88,Budget
21301,86,Bhandara,Kolhapur,Bus,1539,7.96,193.34,Economy
21302,86,Bhandara,Kolhapur,Train,1223,10.21,119.78,Economy
21303,86,Bhandara,Kolhapur,Flight,6513,1.52,4284.87,Premium
21304,86,Bhandara,Kolhapur,Own_Car,3230,3.74,863.64,Standard
21305,86,Bhandara,Kolhapur,Bike,1054,7.29,144.58,Economy
21306,86,Bhandara,Solapur,Bus,709,8.91,79.57,Budget
21307,86,Bhandara,Solapur,Train,1963,5.4,363.52,Economy
21308,86,Bhandara,Solapur,Flight,4465,1.02,4377.45,Standard
21309,86,Bhandara,Solapur,Own_Car,2874,5.66,507.77,Economy
21310,86,Bhandara,Solapur,Bike,1798,7.91,227.31,Economy
21311,86,Bhandara,Sangli,Bus,718,9.77,73.49,Budget
21312,86,Bhandara,Sangli,Train,1333,8.32,160.22,Economy
21313,86,Bhandara,Sangli,Flight,5695,1.11,5130.63,Premium
21314,86,Bhandara,Sangli,Own_Car,3249,5.55,585.41,Standard
21315,86,Bhandara,Sangli,Bike,1392,6.68,208.38,Economy
21316,86,Bhandara,Satara,Bus,723,4.21,171.73,Budget
21317,86,Bhandara,Satara,Train,1150,6.66,172.67,Economy
21318,86,Bhandara,Satara,Flight,2511,3.15,797.14,Economy
21319,86,Bhandara,Satara,Own_Car,4143,4.37,948.05,Standard
21320,86,Bhandara,Satara,Bike,1947,11.0,177.0,Economy
21321,86,Bhandara,Ratnagiri,Bus,1251,4.17,300.0,Economy
21322,86,Bhandara,Ratnagiri,Train,1635,4.83,338.51,Economy
21323,86,Bhandara,Ratnagiri,Flight,4245,2.63,1614.07,Standard
21324,86,Bhandara,Ratnagiri,Own_Car,1945,4.44,438.06,Economy
21325,86,Bhandara,Ratnagiri,Bike,1521,6.33,240.28,Economy
21326,86,Bhandara,Sindhudurg,Bus,771,4.8,160.62,Budget
21327,86,Bhandara,Sindhudurg,Train,687,4.32,159.03,Budget
21328,86,Bhandara,Sindhudurg,Flight,3582,1.72,2082.56,Standard
21329,86,Bhandara,Sindhudurg,Own_Car,2461,7.94,309.95,Economy
21330,86,Bhandara,Sindhudurg,Bike,1610,10.13,158.93,Economy
21331,86,Bhandara,Latur,Bus,1431,6.73,212.63,Economy
21332,86,Bhandara,Latur,Train,1962,8.78,223.46,Economy
21333,86,Bhandara,Latur,Flight,6044,1.46,4139.73,Premium
21334,86,Bhandara,Latur,Own_Car,2733,5.37,508.94,Economy
21335,86,Bhandara,Latur,Bike,947,10.18,93.03,Budget
21336,86,Bhandara,Osmanabad,Bus,689,9.1,75.71,Budget
21337,86,Bhandara,Osmanabad,Train,1887,3.94,478.93,Economy
21338,86,Bhandara,Osmanabad,Flight,3366,2.52,1335.71,Standard
21339,86,Bhandara,Osmanabad,Own_Car,3920,8.36,468.9,Standard
21340,86,Bhandara,Osmanabad,Bike,1478,5.65,261.59,Economy
21341,86,Bhandara,Beed,Bus,1421,8.53,166.59,Economy
21342,86,Bhandara,Beed,Train,1728,5.91,292.39,Economy
21343,86,Bhandara,Beed,Flight,4632,3.18,1456.6,Standard
21344,86,Bhandara,Beed,Own_Car,3024,5.69,531.46,Standard
21345,86,Bhandara,Beed,Bike,803,8.5,94.47,Budget
21346,86,Bhandara,Jalgaon,Bus,1514,8.96,168.97,Economy
21347,86,Bhandara,Jalgaon,Train,1670,7.92,210.86,Economy
21348,86,Bhandara,Jalgaon,Flight,5873,3.32,1768.98,Premium
21349,86,Bhandara,Jalgaon,Own_Car,4097,8.68,472.0,Standard
21350,86,Bhandara,Jalgaon,Bike,1120,7.85,142.68,Economy
21351,86,Bhandara,Dhule,Bus,1088,4.3,253.02,Economy
21352,86,Bhandara,Dhule,Train,923,6.89,133.96,Budget
21353,86,Bhandara,Dhule,Flight,3553,1.14,3116.67,Standard
21354,86,Bhandara,Dhule,Own_Car,3729,7.55,493.91,Standard
21355,86,Bhandara,Dhule,Bike,1002,7.02,142.74,Economy
21356,86,Bhandara,Nanded,Bus,962,5.89,163.33,Budget
21357,86,Bhandara,Nanded,Train,829,9.98,83.07,Budget
21358,86,Bhandara,Nanded,Flight,6959,3.01,2311.96,Premium
21359,86,Bhandara,Nanded,Own_Car,3691,6.08,607.07,Standard
21360,86,Bhandara,Nanded,Bike,791,8.34,94.84,Budget
21361,86,Bhandara,Parbhani,Bus,979,8.02,122.07,Budget
21362,86,Bhandara,Parbhani,Train,1813,7.44,243.68,Economy
21363,86,Bhandara,Parbhani,Flight,4667,2.82,1654.96,Standard
21364,86,Bhandara,Parbhani,Own_Car,2087,6.45,323.57,Economy
21365,86,Bhandara,Parbhani,Bike,1100,5.74,191.64,Economy
21366,86,Bhandara,Akola,Bus,806,4.12,195.63,Budget
21367,86,Bhandara,Akola,Train,1610,9.03,178.29,Economy
21368,86,Bhandara,Akola,Flight,6305,2.78,2267.99,Premium
21369,86,Bhandara,Akola,Own_Car,2821,8.5,331.88,Economy
21370,86,Bhandara,Akola,Bike,1816,8.66,209.7,Economy
21371,86,Bhandara,Buldhana,Bus,847,6.14,137.95,Budget
21372,86,Bhandara,Buldhana,Train,655,5.3,123.58,Budget
21373,86,Bhandara,Buldhana,Flight,2755,1.54,1788.96,Economy
21374,86,Bhandara,Buldhana,Own_Car,3744,5.09,735.56,Standard
21375,86,Bhandara,Buldhana,Bike,1206,8.23,146.54,Economy
21376,86,Bhandara,Yavatmal,Bus,1356,4.22,321.33,Economy
21377,86,Bhandara,Yavatmal,Train,439,8.65,50.75,Budget
21378,86,Bhandara,Yavatmal,Flight,3032,2.28,1329.82,Standard
21379,86,Bhandara,Yavatmal,Own_Car,4108,8.55,480.47,Standard
21380,86,Bhandara,Yavatmal,Bike,871,11.84,73.56,Budget
21381,86,Bhandara,Wardha,Bus,1509,4.44,339.86,Economy
21382,86,Bhandara,Wardha,Train,377,9.55,39.48,Budget
21383,86,Bhandara,Wardha,Flight,2719,1.57,1731.85,Economy
21384,86,Bhandara,Wardha,Own_Car,4546,8.34,545.08,Standard
21385,86,Bhandara,Wardha,Bike,789,8.58,91.96,Budget
21386,86,Bhandara,Chandrapur,Bus,861,5.6,153.75,Budget
21387,86,Bhandara,Chandrapur,Train,639,6.14,104.07,Budget
21388,86,Bhandara,Chandrapur,Flight,6815,1.74,3916.67,Premium
21389,86,Bhandara,Chandrapur,Own_Car,2561,8.39,305.24,Economy
21390,86,Bhandara,Chandrapur,Bike,1630,8.51,191.54,Economy
21391,86,Bhandara,Gondia,Bus,1092,8.29,131.72,Economy
21392,86,Bhandara,Gondia,Train,525,3.66,143.44,Budget
21393,86,Bhandara,Gondia,Flight,5872,2.73,2150.92,Premium
21394,86,Bhandara,Gondia,Own_Car,2239,8.33,268.79,Economy
21395,86,Bhandara,Gondia,Bike,1491,9.22,161.71,Economy
21396,86,Bhandara,Bhandara,Bus,415,9.31,44.58,Budget
21397,86,Bhandara,Bhandara,Train,610,10.32,59.11,Budget
21398,86,Bhandara,Bhandara,Flight,5167,2.18,2370.18,Premium
21399,86,Bhandara,Bhandara,Own_Car,1822,4.8,379.58,Economy
21400,86,Bhandara,Bhandara,Bike,1926,8.88,216.89,Economy
21401,86,Bhandara,Raigad,Bus,1304,4.67,279.23,Economy
21402,86,Bhandara,Raigad,Train,843,5.53,152.44,Budget
21403,86,Bhandara,Raigad,Flight,5788,3.36,1722.62,Premium
21404,86,Bhandara,Raigad,Own_Car,1641,5.21,314.97,Economy
21405,86,Bhandara,Raigad,Bike,1390,8.65,160.69,Economy
21406,86,Bhandara,Palghar,Bus,993,7.72,128.63,Budget
21407,86,Bhandara,Palghar,Train,1484,4.71,315.07,Economy
21408,86,Bhandara,Palghar,Flight,5805,2.03,2859.61,Premium
21409,86,Bhandara,Palghar,Own_Car,4055,9.78,414.62,Standard
21410,86,Bhandara,Palghar,Bike,920,9.32,98.71,Budget
21411,86,Bhandara,Vasai,Bus,1024,6.55,156.34,Economy
21412,86,Bhandara,Vasai,Train,692,8.14,85.01,Budget
21413,86,Bhandara,Vasai,Flight,4144,3.06,1354.25,Standard
21414,86,Bhandara,Vasai,Own_Car,3960,9.75,406.15,Standard
21415,86,Bhandara,Vasai,Bike,757,9.56,79.18,Budget
21416,86,Bhandara,Virar,Bus,788,7.16,110.06,Budget
